"","product_id","price","retail_price","merchant_id","merchant_rating","merchant_rating_count","origin_country","inventory_total","countries_shipped_to","shipping_option_name","shipping_option_price","product_color","product_variation_size_id","product_variation_inventory","rating","rating_count","rating_one_count","rating_two_count","rating_three_count","rating_four_count","rating_five_count","units_sold","tags"
"30","5cc0049aca0c3b3d01a87964",5.65,6,"5adef3559d5e9767b3177472",4.06027864657378,7034,"CN",50,54,"Livraison standard",2,"white","XXL",50,4.06,301,23,18,34,70,156,1000,"Summer,strapless,Plus Size,tunic,tunic top,Tops,Shorts,slim fit shirt,Women's Fashion,Fashion,topsamptee,women tank top,solid color,sleeveless,Pullovers,Casual,Cotton"
"31","5c9d920da94960780239d468",14,76,"539937d634067e06707b1a8e",3.96826880024918,51369,"CN",50,36,"Livraison standard",4,"","S",50,4.06,31,1,3,6,4,17,100,"Summer,Plus Size,Love,plus size dress,Dress,short sleeves,Women's Fashion,Party Dress,Graffiti,uniquedres,Clothing,Bodycon Dress,casual dress,Shorts,Sleeve,summer dress,Cotton Dress,Women Clothing,print dress,Print,party,Short Sleeved,Women,Fashion"
"32","5c9ee457c233fd74ef4c8a84",5.65,6,"54d30f53dc8ce133f79b434d",4.0659053906372,44837,"CN",50,38,"Livraison standard",2,"black","XXS",10,4.37,217,5,9,24,42,137,1000,"tank top women,Vest,Beading,Cotton Shirt,camisole,Women Vest,Sweets,Tops,Spaghetti Strap,Women's Fashion,Spaghetti,Cami,Summer,Bandages,Tank,Women,Cool Tees,Shirt"
"33","5dc4488112f5e91a9d4bb52e",8,7,"5d49403060c79c113a908720",3.87080924855491,3460,"CN",50,46,"Livraison standard",2,"khaki","S",4,3.81,443,58,29,65,76,215,1000,"Summer,camisole,chiffon,Dress,slim,beach dress,Ladies,Women's Fashion,backless,printed,Floral,Robes,Beach,Casual,Women"
"34","5b582d5ec4561c4f6b53feeb",2.66,3,"547bdd648edcfa5656cac810",4.30636280618823,223392,"CN",50,22,"Livraison standard",1,"black","M",50,3.44,1136,197,133,201,187,418,5000,"Vest,Fashion,Yoga,SEXY CROP TOP,girl bra,Tops,strapless,topbra,Tee,Women's Fashion,straplesstanktop,T Shirts,Casual,Bras,Women"
"35","5cae1d6c836ecb39e57e9e80",9,8,"582833faea77701b456c786a",3.86754716981132,10600,"CN",50,45,"Standart Gönderi",3,"yellow","S",50,3.8,1231,138,87,211,240,555,10000,"Summer,Vest,Plus Size,Tank,Lace,Tops,Loose,beach wear,Women's Fashion,Pure Color,sleeveless,Fashion,Casual,Women Fashion,Women"
"36","5b10cf0b7cc4492c87411045",11,10,"559d33adc605853731afbf10",4.00014341029686,13946,"CN",50,31,"Livraison standard",3,"white","S",50,4.16,274,21,10,34,47,162,1000,"blouse,Summer,Plus Size,Floral print,ruffled,Sleeve,Tops,sexyblouse,short sleeves,Floral,Women's Fashion,Shorts,Print,sexy,Fashion"
"37","5eb4dcebdaa4b90940076979",8,17,"5684eae9daaaee26a0fdadba",4.02536420666514,47981,"CN",50,40,"Livraison standard",3,"blue","S",50,2.75,8,3,0,3,0,2,100,"butterflyprint,Vest,Plus Size,Necks,Tops,Spaghetti Strap,tank top,Casual,Round neck,Fashion,sleeveless tops,Casual Tops,summervest,womens vest"
"38","5c80e8a150c63d28c67b8f14",14,12,"583138b06339b410ab9663ec",4.00669222029391,80093,"CN",50,43,"Livraison standard",3,"navyblue","XXS",2,4.06,643,63,33,73,109,365,5000,"Women Pants,womens jeans,Shorts,Ladies Fashion,Hot pants,pants,Short pants,Women's Fashion,skinnyshort,summerpant,Fashion,Summer,Denim Shorts,solid color,sexy,Jeans,Ladies,Women Fashion,Women"
"39","5e7adc5458a95b3323a3c6eb",5.8,8,"55dc3dcd8950c811f73a48a4",3.92085299563945,16741,"CN",50,43,"Livraison standard",1,"armygreen","XS",1,3.83,6,1,0,1,1,3,100,"Summer,Fashion,Shirt,Necks,Loose,Round neck,Womens T Shirts,T Shirts,Print,sleeveless,Sweatshirts,Cotton,graphicprint"
"40","5d2fd5a9af7a0c5b21369a05",13,13,"55ed5a3362e273427107759e",3.9813366374971,12913,"CN",50,41,"Livraison standard",3,"pink","S",50,4.16,138,12,7,10,27,82,1000,"Summer,Plus Size,Lace,Mini,Dress,slim,camouflage,Mini dress,Pocket,high waist,Women's Fashion,Fashion,Lace Up,t,print dress,Print,sleeveless,bodycon,Casual,Women Fashion,Waist"
"41","556fbe8595528719e004fa27",9,81,"54bcaabb39b8c00b482a115f",4.10505422480489,59198,"CN",50,40,"Livraison standard",3,"black","L",50,4.26,5359,222,204,650,1172,3111,50000,"blouse,Mini,Fashion,longtop,Shirt,kaftandresse,stripetee,Tops,short sleeves,Mini dress,T Shirts,Sexy Dress,Dress,Tops & Blouses,Beach,Women's Fashion,Casual,Women"
"42","5ea69521f5e1e65a3c70faa8",7,68,"5d48eef4b5144c50c2ac0af3",3.85894206549118,397,"CN",50,43,"Livraison standard",2,"white","S",50,1.5,2,1,1,0,0,0,10,"Mini,spaghettistrapdresse,Floral print,Summer,womensfahsion,Spaghetti,Dress,summer dress,Print,minidressforwomen,Mini dress,spaghettishoulderstrapdre,Women's Fashion,floralprinteddre,Sexy Dress,Floral,sexy,Fashion"
"43","5ea7e2d999ecf941204c42ee",12,14,"5e5c7c2c77179e31406eece1",4.02040816326531,196,"CN",50,22,"Standardversand",3,"black","S",50,3.79,24,4,1,2,6,11,100,"Summer,Shorts,pants,Fitness,Short pants,runningpant,Men's Fashion,Casual,Red,Cotton"
"44","5e702eb03aa1f42076ffabc9",3.69,40,"58501ac7b9e3474c9f4b2afd",4.3648438215627,10917,"CN",50,24,"Livraison standard",1,"grey","XS",2,3.53,59,10,4,12,11,22,100,"Summer,Shorts,Cotton,Cotton T Shirt,letter print,cute,teeshirthomme,short sleeves,Casual,Round neck,Women's Fashion,Fashion,printed,beetshirt,Women,Sleeve,T Shirts,Necks"
"45","57d3bc906cfeb9135f44ded5",5,5,"56e6928521790d587623b3b4",4.15139530585844,27055,"CN",50,63,"Livraison standard",1,"white","",50,3.82,3208,335,241,558,607,1467,10000,"Fashion,Tops & Blouses,Coat,Tops,tank top,Hollow,Jacket,Women's Fashion,kimono,crochet,Ladies,Women,Women Clothing"
"46","5c136c3cb870cf4e458afee4",5.84,56,"56c6f731bc435416ed5984d7",4.01748772683975,40943,"CN",50,43,"Livraison standard",1,"armygreen","S",50,3.28,36,6,4,11,4,11,100,"Summer,off shoulder top,Fashion,crop top,Spring,Vest,yoga top,Women's Fashion,tank top,sexy,Sport,summer tops,Women,fashion women,Fashion tank top,Tank,summer tank top,Tops,sexy tank top,Casual,Ladies,sleeveless,women top"
"47","5e9a74e447f7d92c8db8d14b",16,14,"5e61c817039ce2184a0ed392",3.54838709677419,31,"CN",50,34,"Livraison standard",4,"green","S.",2,3,3,1,0,0,2,0,10,"Summer,Shorts,women's jogging suits,Sleeve,shortsleeveset,Short pants,summersuitset,short sleeves,Sport,summerpant,mensjoggingsuit,Suits,Sport Suits,short sleeve shirt,Outfits,men's suits,Casual"
"48","5af6bc9c13927d50370db58a",13,50,"57108cd6a995b507211ef8fb",4.08570490367776,9136,"CN",50,32,"Livraison standard",3,"red & blue","S",50,4.03,855,68,51,120,165,451,1000,"bohemia,sleeveless,printeddre,Rose,long dress,Vintage,Dress,Women's Fashion,Beach,boho,Shorts,midcalfdre,vestido,jumpsuit,maxi dress,printed,Vintage dress,Fashion,Women"
"49","5d1573a55a16864c5de706ab",9,8,"5b160017daac45594728d9ba",3.90853542104258,10474,"CN",50,24,"Livraison standard",3,"white","S",50,3.18,1783,426,189,344,289,535,10000,"Summer,Plus Size,Floral print,Lace,Sleeve,Long Sleeve,Dress,Loose,V-neck,Floral,Women's Fashion,Fashion,Floral dress,summer dress,Print,Casual,Necks"
"50","5c9212fc8de79667e3c7ca59",7,6,"59257409b674b15e8191b8de",4.21638599783678,139607,"CN",50,45,"Livraison standard",2,"black","S",50,3.8,61,8,2,12,11,28,100,"Summer,Plus Size,Love,Graphic T-Shirt,Funny,summer t-shirts,short sleeves,T Shirts,Funny T Shirt,Women's Fashion,Fashion,Women"
"51","5ea2877224b9643185e52b58",11,20,"5b0e27596b9302238a10c3f8",4.17467948717949,3120,"CN",50,34,"Livraison standard",2,"white","S",50,3.43,14,3,1,2,3,5,100,"Summer,Vest,Plus Size,Tank,Necks,Tops,Loose,Women's Fashion,tank top,T Shirts,Fashion,V-neck,solid color,sleeveless,women top,Casual,Women"
"52","5d806ae97c339c307264cf76",5.84,11,"548142ac653d51041ac1174f",4.17278596896984,10377,"CN",50,40,"Livraison standard",1,"blue","XXS",1,4.19,307,18,12,35,71,171,1000,"Summer,sexy bathing suit,Bikinis Set,splitbikiniset,Swimwear,Swimsuit,Bikini,Fashion,Two Pieces,printed,Women's Fashion,Women,Beach,splits"
"53","5ee717cbcb636e7b8b597fc3",1,11,"5684ca0f73c0e02989b91cad",3.85811882395999,8197,"CN",50,41,"Livraison standard",1,"blue","XXS",37,3.8,5,1,0,1,0,3,1000,"Summer,Vest,Fashion,slim,gothicshirt,tank top,punkshirt,T Shirts,Plus Size,gothic,skullshirt,Goth,summer tops,Cotton,Tank,Shirt,skull,graphic tee,Tops,Slim Fit,Women's Fashion,Tops & T-Shirts,Print,sleeveless"
"54","5ebb9faea86f7a4d86e2f6fb",11,60,"5e5363458cd99e4035bcd1c8",3.9601706970128,703,"CN",50,25,"Livraison standard",2,"white","s",49,3.38,37,9,1,9,3,15,1000,"Summer,Plus Size,Necks,long dress,Dress,summer dress,V-neck,Women's Fashion,printed,wavepoint,Women,Loose,Casual,casual dress"
"55","5ceb62be9795ee4693f2cd00",9,8,"5c51b9b468178729c4213657",4.10884906013864,16013,"CN",50,33,"Envío normal",3,"blue & pink","L",50,4.03,889,69,52,126,178,464,5000,"Summer,Spaghetti Strap,short dress,Mini,Shorts,Dress,summer dress,Party Dress,Floral dress,Mini dress,Women's Fashion,Sleeveless dress,backless,Plus Size,sleeveless,Floral,party,Spaghetti,Casual,casual dress"
"56","5af519e189a29b15fca1b13b",6,56,"55c89dc93a698c6010edccc4",3.87669997745886,13309,"CN",50,28,"Livraison standard",2,"RED","choose a size",1,3.5,938,157,88,173,171,349,1000,"Mini,Summer,pleated dress,Lace,women dresses,Dress,V-neck,Mini dress,backless,Sexy Dress,sexy lace,sleeveless,sexy,Beach,Women"
"57","5e81acbde187530740f207c6",1,10,"5268759b736046671957190c",3.83793694273772,91631,"",50,40,"Livraison standard",1,"white","XXS",2,3.56,52,10,3,9,8,22,100,"Summer,Fashion,Necks,Beach,Dress,Loose,beach dress,Round neck,Women's Fashion,sleeveless,Skirts,Casual,Women"
"58","5c879aba202e6b38cd317164",9,8,"5660e53e769a564b3e3aeca0",3.99937140370388,20681,"CN",50,41,"Livraison standard",3,"orange","S",50,4.06,743,53,45,103,142,400,5000,"Summer,Plus Size,ruffle,ruffled,chiffon,Tank,Pure Color,Cami,tank top,Women's Fashion,Fashion,V-neck,blousesampshirt,sexy,Tops,Women"
"59","5ed1b644b1e34008ce012d4b",6,6,"5eb51ed929e7865dc268a561",3.8740157480315,127,"CN",50,23,"Livraison standard",2,"white & green","XS",5,4,8,0,2,1,0,5,100,"Summer,Sling,Dresses,Dress,V-neck,Casual,Pocket,Women's Fashion,Sleeveless dress,women dress,Floral,sleeveless,Women,loose dress,Pleated,casual dress"
"60","5d52b1d7314eb61030644375",11,68,"5a4b4ab27dee4a057cca7429",4.21522807622661,11597,"CN",50,40,"Livraison standard",2,"red","M",50,4.13,211,15,8,31,37,120,1000,"Summer,Plus Size,women39sfashion,Necks,Tunic dress,summer dress,Women's Fashion,Floral print,Casual,Crewneck,dressesforwomen,Graffiti,printeddre,sleeveless,Robes,Women,Dress,printed"
"61","5ebff6d34a4cf4438dba5d80",7,6,"5d4bbed57ad242352a46d910",4.35294117647059,34,"CN",50,139,"Livraison standard",2,"blue","XS",50,4,4,1,0,0,0,3,50,"Summer,Fashion,Elastic,pants,slim,Short pants,Women's Fashion,Running,Shorts,Sport,Casual,Slim Fit"
"62","5eba6ecb9a9e129fb97b5dfd",5,38,"5e4b6a0c57cc9b0b53e499a4",3.66666666666667,9,"CN",50,33,"Livraison standard",1,"khaki","XS",17,5,2,0,0,0,0,2,50,"Summer,Fashion,pants,widelegpant,Women's Fashion,trousers,solid color,Wool,Casual,Women"
"63","5ebf5819ebac372b070b0e70",2.72,3,"5ab3b592c3911a095ad5dadb",4.00158817842839,14482,"CN",50,35,"Livraison standard",1,"yellow","S",1,3.1,20,6,2,2,4,6,100,"Summer,Plus Size,Lace,Casual pants,Bottom,pants,Loose,Women's Fashion,Shorts,Lace Up,Elastic,Casual,Women"
"64","5d04e3db2ec1245228829a64",5.87,11,"5b4028d56385741bff3b9163",4.39130434782609,6187,"CN",50,29,"Livraison standard",1,"white","S",6,3.91,209,17,17,34,41,100,1000,"Summer,Fashion,night dress,Dress,Classics,short sleeves,Cotton Dress,Women's Fashion,european,Ladies,American,Large Size,Clothing,Pajamas,Cotton"
"65","5aec22cec25735338c544690",11,10,"55e7e41e606d0a18fdfc67d1",4.26800226189514,61895,"CN",50,25,"Livraison standard",2,"white","M",50,3.72,1008,144,81,135,201,447,5000,"Summer,Shorts,Rompers,Casual,Ladies,Women's Fashion,Fashion,off shoulder,sexy,Floral,sleeveless,Women,Beach,playsuit,jumpsuit"
"66","5ec5cf37cd3da70de19c3f18",8,10,"5eb8b5ebac21070efaf91c99",3.89285714285714,224,"CN",50,20,"Livraison standard",3,"red","XS",4,2.71,7,2,1,2,1,1,100,"Summer,V Collar,Plus Size,Stitching,Sleeve,Dresses,Dress,summer dress,long dress,short sleeves,Casual,ladies dress,Women's Fashion,Shorts,Women,Ladies,women dress,Short Sleeved,Cotton,Collar,casual dress"
"67","5d034039c822d263d90f58d4",14,67,"580f06685250a20783d33e56",4.15075630252101,11900,"CN",50,40,"Livraison standard",4,"blue","M",50,3.81,187,21,14,28,40,84,1000,"Summer,Plus Size,Cotton,summershirtsformen,Chinese,loose shirt,cottonlinenshirt,Tops,buttonup,short sleeves,men shirt,Men's Fashion,Fashion,Men,solid color,Shirt,camisamen,Clothing,basictshirt,beachshirt"
"68","5e940265ea3640c9ca0353aa",2,9,"5710ac98b2d43a5925da8dd8",4.16762767710049,4856,"CN",50,40,"Livraison standard",1,"white","XXS",1,3.47,32,3,7,5,6,11,100,"Summer,Fashion,Necks,Skirts,Dress,Loose,Women's Fashion,Round neck,beach dress,sleeveless,Beach,Casual,Women"
"69","5c9ca27e5aee12258c2f341c",8,7,"577fb2b368116418674befd9",4.13758177780445,66644,"CN",50,30,"Livraison standard",3,"yellow","M",50,3.93,1670,168,89,250,340,823,10000,"Summer,soildcolor,Plus Size,Tank,camisole,Tops,Loose,tank top,Women's Fashion,Fashion,sleeveless tops,sleeveless,Women,Lace,Casual,summerampspring"
"70","5d29bc2ed35393550e31d6f3",5.79,30,"5b14d31d7e43f22f255ea98c",4.18984389872454,21012,"CN",50,118,"Livraison standard",2,"white","XS",50,3.41,212,42,25,23,49,73,1000,"blouse,Plus Size,Summer,Dress,short sleeves,V-neck,beach dress,Fashion,Casual,Deep V-Neck,Shorts,Tops & Blouses,Sleeve,summer dress,Women's Fashion,Swimsuit,Party Dress,Ladies,party,linen dress,Beach,loose dress,Swimming"
"71","5e86c211d22ae539102d25c7",8,22,"583d7475269aad1da3dc2294",3.87676160733698,50593,"CN",50,41,"Livraison standard",3,"winered","S",50,3.74,47,6,6,6,5,24,100,"Deep V-Neck,Summer,Plus Size,Tank,Shirt,rodeotank,Tops,Sleeveless Shirt,tank top,Women's Fashion,women shirt,V-neck,sleeveless,Design,T Shirts,Women,countrymusicshirt,Casual,countrythunder,printed"
"72","5d2407e66e8e037b4dd9fad3",4.94,5,"55c8a4c33a698c6010edcd9e",4.12148374348841,55670,"CN",50,49,"Livraison standard",1,"black & green","M",6,3.93,1331,117,101,199,255,659,10000,"Summer,dress slim,Fashion,neck dress,Necks,Dress,slim,Round neck,Women's Fashion,Sleeveless dress,Flowers,Floral,sleeveless,printed,Casual,Women"
